Gene ID,TPM
ENSMUSG00000000001,47.33038966666667
ENSMUSG00000000028,1.3780370000000002
ENSMUSG00000000031,0.4868145
ENSMUSG00000000037,0.3865636666666667
ENSMUSG00000000049,3.3582273333333332
ENSMUSG00000000056,17.743365
ENSMUSG00000000058,36.397274
ENSMUSG00000000078,11.409115333333332
ENSMUSG00000000085,12.609720000000001
ENSMUSG00000000088,751.8078213333333
ENSMUSG00000000093,16.466910666666667
ENSMUSG00000000094,0.005242333333333334
ENSMUSG00000000103,0.0
ENSMUSG00000000120,0.4886890000000001
ENSMUSG00000000125,0.004913333333333333
ENSMUSG00000000126,0.344522
ENSMUSG00000000127,3.403477666666667
ENSMUSG00000000131,18.994614666666667
ENSMUSG00000000134,7.909022
ENSMUSG00000000142,0.5478936666666666
ENSMUSG00000000148,4.420918
ENSMUSG00000000149,40.85760533333333
ENSMUSG00000000154,312.71141666666665
ENSMUSG00000000157,3.471411
ENSMUSG00000000159,47.767275000000005
ENSMUSG00000000167,3.703636
ENSMUSG00000000168,74.00814400000002
ENSMUSG00000000171,349.8722573333334
ENSMUSG00000000182,0.0
ENSMUSG00000000183,0.0
ENSMUSG00000000184,3.4621020000000002
ENSMUSG00000000194,18.564757333333336
ENSMUSG00000000197,0.04680599999999999
ENSMUSG00000000202,0.0
ENSMUSG00000000204,0.17470366666666667
ENSMUSG00000000214,0.0
ENSMUSG00000000215,0.4923923333333334
ENSMUSG00000000216,14.655101666666667
ENSMUSG00000000223,0.02707066666666667
ENSMUSG00000000244,0.6874886666666665
ENSMUSG00000000247,0.0
ENSMUSG00000000248,0.0
ENSMUSG00000000253,63.643893
ENSMUSG00000000263,0.0
ENSMUSG00000000266,6.340821333333333
ENSMUSG00000000275,18.541820666666666
ENSMUSG00000000276,1.2611629999999998
ENSMUSG00000000278,106.39373266666666
ENSMUSG00000000282,4.555599666666667
ENSMUSG00000000290,1.8922889999999999
ENSMUSG00000000295,10.735019333333334
ENSMUSG00000000296,17.557917
ENSMUSG00000000301,2.2926896666666665
ENSMUSG00000000303,37.88254166666667
ENSMUSG00000000305,0.19295733333333334
ENSMUSG00000000308,37.90520766666666
ENSMUSG00000000317,2.392147
ENSMUSG00000000318,1.8662130000000001
ENSMUSG00000000320,1.5807603333333333
ENSMUSG00000000325,28.960094666666667
ENSMUSG00000000326,197.598486
ENSMUSG00000000339,18.372873
ENSMUSG00000000340,52.24240866666667
ENSMUSG00000000346,146.284864
ENSMUSG00000000355,62.33044733333333
ENSMUSG00000000359,3.1487503333333335
ENSMUSG00000000365,0.10381666666666667
ENSMUSG00000000374,16.45585266666667
ENSMUSG00000000378,11.245291
ENSMUSG00000000381,0.0
ENSMUSG00000000384,22.515253666666666
ENSMUSG00000000385,53.207764999999995
ENSMUSG00000000386,0.6582180000000001
ENSMUSG00000000392,0.5531566666666666
ENSMUSG00000000394,0.056577999999999996
ENSMUSG00000000399,222.21417566666665
ENSMUSG00000000402,5.519658666666667
ENSMUSG00000000409,1.1936246666666666
ENSMUSG00000000411,0.0
ENSMUSG00000000416,5.234096
ENSMUSG00000000420,81.04633333333334
ENSMUSG00000000435,0.0
ENSMUSG00000000439,7.164554666666667
ENSMUSG00000000440,1.174277
ENSMUSG00000000441,40.88516066666667
ENSMUSG00000000486,6.866437666666667
ENSMUSG00000000489,8.915704666666667
ENSMUSG00000000530,6.876825333333333
ENSMUSG00000000531,1.466124
ENSMUSG00000000532,11.043154666666666
ENSMUSG00000000538,29.806821666666664
ENSMUSG00000000544,0.17955166666666666
ENSMUSG00000000552,2.1349769999999997
ENSMUSG00000000555,2.166081333333333
ENSMUSG00000000560,0.014873333333333334
ENSMUSG00000000561,18.107401666666668
ENSMUSG00000000562,0.14236766666666667
ENSMUSG00000000563,775.9129053333332
ENSMUSG00000000567,0.15444166666666667
ENSMUSG00000000568,52.537062666666664
ENSMUSG00000000579,4.218607333333334
ENSMUSG00000000581,126.16107933333335
ENSMUSG00000000594,70.74531333333333
ENSMUSG00000000600,18.045171666666665
ENSMUSG00000000605,29.614895666666666
ENSMUSG00000000606,0.0
ENSMUSG00000000617,0.004602333333333333
ENSMUSG00000000627,0.051048333333333334
ENSMUSG00000000628,0.3216003333333333
ENSMUSG00000000631,36.650795666666674
ENSMUSG00000000632,0.008665
ENSMUSG00000000673,231.76044133333335
ENSMUSG00000000682,15.753272333333333
ENSMUSG00000000686,0.814207
ENSMUSG00000000690,15.066682666666665
ENSMUSG00000000693,1.0634253333333332
ENSMUSG00000000701,0.0
ENSMUSG00000000706,0.0
ENSMUSG00000000708,23.815185666666668
ENSMUSG00000000711,49.971847333333336
ENSMUSG00000000724,0.031217666666666668
ENSMUSG00000000730,0.099724
ENSMUSG00000000731,0.08411233333333333
ENSMUSG00000000732,4.021599
ENSMUSG00000000738,46.60046966666667
ENSMUSG00000000739,0.85724
ENSMUSG00000000740,410.3042096666666
ENSMUSG00000000743,53.348824
ENSMUSG00000000751,20.291642333333332
ENSMUSG00000000753,3.536896333333333
ENSMUSG00000000759,14.341939333333334
ENSMUSG00000000766,0.017839333333333332
ENSMUSG00000000776,7.280756666666666
ENSMUSG00000000782,0.8450103333333332
ENSMUSG00000000787,67.00340433333334
ENSMUSG00000000791,0.24228733333333333
ENSMUSG00000000792,0.0
ENSMUSG00000000794,0.20165733333333336
ENSMUSG00000000804,19.694821333333334
ENSMUSG00000000805,164.1383053333333
ENSMUSG00000000811,6.26199
ENSMUSG00000000817,0.07286533333333334
ENSMUSG00000000823,11.392044333333336
ENSMUSG00000000826,24.007085333333332
ENSMUSG00000000827,48.511519666666665
ENSMUSG00000000838,19.348613333333333
ENSMUSG00000000861,0.124095
ENSMUSG00000000869,0.725151
ENSMUSG00000000876,68.74353333333333
ENSMUSG00000000881,7.358528666666667
ENSMUSG00000000884,2.7833813333333333
ENSMUSG00000000889,0.0
ENSMUSG00000000901,3.538373333333334
ENSMUSG00000000902,21.905186333333333
ENSMUSG00000000903,0.397236
ENSMUSG00000000915,9.507803666666666
ENSMUSG00000000916,8.699967333333333
ENSMUSG00000000934,14.843667666666667
ENSMUSG00000000938,39.46710933333333
ENSMUSG00000000942,1.118855
